标题,地块编号,省份,城市,总面积,建设用地面积,规划建筑面积,代征面积,容积率,绿化率,商业比例,建筑密度,限制高度,出让形式,出让年限,位置,四至,规划用途,交易状况,竞得方,起始日期,截止日期,成交日期,交易低点,起始价,成交价,楼面地价,溢价率,土地公告,咨询电话,保证金,最小加价幅度,
都江堰市石羊镇徐渡村5组,地块编号：DJY2015-33（252/211）,四川,成都,4421,4421,6632,暂无,＞1且≤1.5,暂无,暂无,≤30,≤23,拍卖,住宅70年商业40年,都江堰市石羊镇徐渡村5组,都江堰市石羊镇徐渡村5组,城镇混合住宅用地,已成交,郭涛（拟注册：都江堰市花蕊房地产开发有限公司）,2016/1/5,2016/1/5,2016/1/5,成都市高新区天府大道北段966号天府国际金融中心7号楼,345万元,345万元,520元,暂无,都江堰市石羊镇徐渡村5组土地公告,http://industrydown.fang.com/tudi/20151223/chenggongzitupaigao[2015]58hao.docx,028-85987887,90万元,暂无
都江堰市聚源镇迎祥村8组,地块编号：DJY2015-40(214),四川,成都,5052,5052,5052,暂无,按LNG加气站及加油站相关规范要求执行,暂无,暂无,按LNG加气站及加油站相关规范要求执行,≤20,拍卖,40年,都江堰市聚源镇迎祥村8组,都江堰市聚源镇迎祥村8组,其他商服用地,流拍,暂无,2016/1/5,2016/1/5,暂无,成都市高新区天府大道北段966号天府国际金融中心7号楼,1250万元,暂无,暂无,暂无,都江堰市聚源镇迎祥村8组土地公告,http://industrydown.fang.com/tudi/20151223/chenggongzitupaigao[2015]58hao.docx,028-85987887,350万元,暂无
都江堰市奎光塔街道勤俭社区、聚源镇大合社区,地块编号：DJY2015-41(252/211),四川,成都,54182,54182,108363,暂无,＞1且≤2,暂无,暂无,≤30,≤60,拍卖,住宅70年商业40年,都江堰市奎光塔街道勤俭社区、聚源镇大合社区,都江堰市奎光塔街道勤俭社区、聚源镇大合社区,城镇混合住宅用地,流拍,暂无,2016/1/5,2016/1/5,暂无,成都市高新区天府大道北段966号天府国际金融中心7号楼,9915万元,暂无,暂无,暂无,都江堰市奎光塔街道勤俭社区、聚源镇土地公告,http://industrydown.fang.com/tudi/20151223/chenggongzitupaigao[2015]58hao.docx,028-85987887,2500万元,暂无
都江堰市石羊镇徐渡村4、5组,地块编号：DJY2015-34（252/211）,四川,成都,13718,13718,24692,暂无,＞1且≤1.8,暂无,暂无,≤30,≤23,拍卖,住宅70年商业40年,都江堰市石羊镇徐渡村4、5组,都江堰市石羊镇徐渡村4、5组,城镇混合住宅用地,已成交,郭涛（拟注册：都江堰市花蕊房地产开发有限公司）,2016/1/5,2016/1/5,2016/1/5,成都市高新区天府大道北段966号天府国际金融中心7号楼,1132万元,1132万元,458元,暂无,都江堰市石羊镇徐渡村4、5组土地公告,http://industrydown.fang.com/tudi/20151223/chenggongzitupaigao[2015]58hao.docx,028-85987887,300万元,暂无
崇州市崇阳镇永康西路与蜀州南路交汇处西南侧,地块编号：CZ2015-12（252/211）,四川,成都,4371,4371,17485,暂无,≤4,暂无,暂无,≤35,≤100,拍卖,住宅用地70年商业用地40年,崇州市崇阳镇永康西路与蜀州南路交汇处西南侧,崇州市崇阳镇永康西路与蜀州南路交汇处西南侧,住宅兼容商业,已成交,四川百泰锦房地产开发有限公司,2016/1/5,2016/1/5,2016/1/5,成都市高新区天府大道北段966号天府国际金融中心7号楼,1311万元,2590万元,1481元,97.50%,崇州市崇阳镇永康西路与蜀州南路交汇土地公告,http://industrydown.fang.com/tudi/20151223/chenggongzitupaigao[2015]58hao.docx,028-85987887,270万元,暂无
新都区泰兴镇普河社区六、七组,地块编号：XGY-1523,四川,成都,14319,14319,42956,暂无,≥1，≤3,暂无,暂无,≥40,暂无,挂牌,50年,新都区泰兴镇普河社区六、七组,新都区泰兴镇普河社区六、七组,工业用地,已成交,成都威正数码科技有限公司,2015/12/18,2016/1/4,2016/1/4,成都市新都区新政务中心C区4楼成都市新都区公共资源交易服务中心,344万元,344万元,80元,暂无,新都区泰兴镇普河社区六、七组土地公告,http://industrydown.fang.com/tudi/20151203/xinguotuguagao[2015]10hao.docx,暂无,69万元,暂无
天府新区正兴街道秦皇寺村五、六组，田家寺村六组，华阳街道香山村一组,地块编号：TF(21/252):2015-25,四川,成都,333340,333340,795300,暂无,≤2.386,暂无,商业兼容住宅用地≥60，住宅兼容商业用地≥10，≤49,商业服务业设施用地、商业兼容住宅用地≤45；住宅兼容商业用地≤35,①号≥180（至少有一栋建筑），⑤号≤15，⑥号≤35；,拍卖,商业用地40年、商业用地（医院）40年、住宅用地70年,天府新区正兴街道秦皇寺村五、六组，田家寺村六组，华阳街道香山村一组,天府新区正兴街道秦皇寺村五、六组，田家寺村六组，华阳街道香山村一组,商业用地、商业用地（医院）、住宅用地,已成交,大连万达商业地产股份有限公司,2015/12/30,2015/12/30,2015/12/30,成都市高新区天府大道北段966号天府国际金融中心7号楼,108002万元,108002万元,1358元,暂无,天府新区正兴街道秦皇寺村五、六组，土地公告,http://industrydown.fang.com/tudi/20151124/chenggongzitupaigao[2015]55hao.docx,028-85987887,54100万元,暂无
龙泉驿区大面街道金枫路以东、西干道以南,地块编号：LQ08(252/211):2015-08,四川,成都,95066,95066,285197,暂无,＞2.5，≤3,暂无,暂无,≤25,暂无,拍卖,住宅用地70年、商业用地40年,龙泉驿区大面街道金枫路以东、西干道以南,龙泉驿区大面街道金枫路以东、西干道以南,住宅用地、商业用地,已成交,成都佳逊投资有限公司,2015/12/25,2015/12/25,2015/12/25,成都市高新区天府大道北段966号天府国际金融中心7号楼,49909万元,49909万元,1750元,暂无,龙泉驿区大面街道金枫路以东、西干道土地公告,http://industrydown.fang.com/tudi/20151204/chenggongzitupaigao[2015]57hao.docx,028-85987887,15000万元,暂无
金堂县官仓镇白马泉村,地块编号：JT2015-14(252),四川,成都,48821,48821,87877,暂无,＞1，≤1.8,暂无,暂无,≤35,满足航空限高要求,拍卖,住宅用地?70年、商业用地?40年,金堂县官仓镇白马泉村,金堂县官仓镇白马泉村,城镇混合住宅用地,已成交,港中旅海泉湾(成都)置业有限公司,2015/12/25,2015/12/25,2015/12/25,成都市高新区天府大道北段966号天府国际金融中心7号楼,3076万元,3076万元,350元,暂无,金堂县官仓镇白马泉村土地公告,http://industrydown.fang.com/tudi/20151204/chenggongzitupaigao[2015]57hao.docx,028-85987887,770万元,暂无
高新区西部园区（原郫县德源镇展望村三、四组）,地块编号：GX2015-43（221）,四川,成都,48000,48000,96000,暂无,≥1.2，≤2,暂无,暂无,≤40,≤100,挂牌,50年,高新区西部园区（原郫县德源镇展望村三、四组）,高新区西部园区（原郫县德源镇展望村三、四组）,工业用地,已成交,四川海锐特药业有限责任公司,2015/12/10,2015/12/24,2015/12/24,成都市高新区天府大道北段966号天府国际金融中心7号楼,1296万元,1296万元,135元,暂无,高新区西部园区（原郫县德源镇展望村土地公告,http://industrydown.fang.com/tudi/20151119/chenggongzituguagao[2015]44hao.docx,028-85987887,390万元,暂无
青白江区城厢镇茶花社区七组,地块编号：QBJ2015-17,四川,成都,2846,2846,暂无,暂无,结合方案合理性确定,暂无,暂无,结合方案合理性确定,暂无,挂牌,40年,青白江区城厢镇茶花社区七组,青白江区城厢镇茶花社区七组,批发零售用地,已成交,中国石油天然气股份有限公司四川销售成品油分公司,2015/12/10,2015/12/24,2015/12/24,成都市高新区天府大道北段966号天府国际金融中心7号楼,854万元,939万元,暂无,10.00%,青白江区城厢镇茶花社区七组土地公告,http://industrydown.fang.com/tudi/20151119/chenggongzituguagao[2015]44hao.docx,028-85987887,300万元,暂无
高新区西部园区（原郫县德源镇展望村四、五组）,地块编号：GX2015-44（221）,四川,成都,43489,43489,86977,暂无,≥1.2，≤2,暂无,暂无,≤40,≤100,挂牌,50年,高新区西部园区（原郫县德源镇展望村四、五组）,高新区西部园区（原郫县德源镇展望村四、五组）,工业用地,已成交,四川慈安药业有限责任公司,2015/12/10,2015/12/24,2015/12/24,成都市高新区天府大道北段966号天府国际金融中心7号楼,1174万元,1174万元,135元,暂无,高新区西部园区（原郫县德源镇展望村土地公告,http://industrydown.fang.com/tudi/20151119/chenggongzituguagao[2015]44hao.docx,028-85987887,350万元,暂无
青白江区北部物流建材配送中心东西干道以南、清泉大道以西,地块编号：QBJ2015-47,四川,成都,5380,5380,32281,暂无,≤6,暂无,暂无,≤50,暂无,挂牌,40年,青白江区北部物流建材配送中心东西干道以南、清泉大道以西,青白江区北部物流建材配送中心东西干道以南、清泉大道以西,商业用地,已成交,成都中铁运龙物流有限公司,2015/12/10,2015/12/24,2015/12/24,成都市高新区天府大道北段966号天府国际金融中心7号楼,605万元,605万元,188元,暂无,青白江区北部物流建材配送中心东西干土地公告,http://industrydown.fang.com/tudi/20151119/chenggongzituguagao[2015]44hao.docx,028-85987887,200万元,暂无
高新区中和街办龙灯山社区十二组,地块编号：GX2015－42（211/214）,四川,成都,15603,15603,21844,暂无,≥1，≤1.4,暂无,≤20,≤40,≤50,挂牌,40年,高新区中和街办龙灯山社区十二组,高新区中和街办龙灯山社区十二组,其他商服用地、商业用地,已成交,重庆辰力科技有限公司,2015/12/10,2015/12/24,2015/12/24,成都市高新区天府大道北段966号天府国际金融中心7号楼,3484万元,3484万元,1595元,暂无,高新区中和街办龙灯山社区十二组土地公告,http://industrydown.fang.com/tudi/20151119/chenggongzituguagao[2015]44hao.docx,028-85987887,1000万元,暂无
崇阳镇白云村1、2、3组,地块编号：CGZ15-55,四川,成都,38500,38500,50050,暂无,≥1.3,暂无,暂无,≥35，≤55,暂无,挂牌,50年,崇阳镇白云村1、2、3组,崇阳镇白云村1、2、3组,工业用地,已成交,成都帝龙新材料有限公司,2015/12/14,2015/12/23,2015/12/23,崇州市公共资源交易服务中心,2356万元,2356万元,471元,暂无,崇阳镇白云村1、2、3组土地公告,http://industrydown.fang.com/tudi/20151124/chonggongzituguagao[2015]05hao.docx,暂无,707万元,暂无
崇阳镇黑铺村17组,地块编号：CGZ15-59,四川,成都,10693,10693,13901,暂无,≥1.3,暂无,暂无,≥35，≤55,暂无,挂牌,50年,崇阳镇黑铺村17组,崇阳镇黑铺村17组,工业用地,已成交,成都沃克家具有限公司,2015/12/14,2015/12/23,2015/12/23,崇州市公共资源交易服务中心,192万元,192万元,138元,暂无,崇阳镇黑铺村17组土地公告,http://industrydown.fang.com/tudi/20151124/chonggongzituguagao[2015]05hao.docx,暂无,58万元,暂无
